cui,Name,D1y TO,D1y BS,D1y Tdebt,GMtoTO,ROA,DRN dys,FA%,CRLiq%,TDtoEBITDA,DEF
861,company_861,-0.713904444,0.460537688,-0.27300622,1.39491437,-1.132619955,-0.85316627,1.634477176,-0.41635233,-0.245383489,0
862,company_862,-0.394021015,-0.243754202,-0.279796741,-0.858334629,-0.774938405,0.782470663,-1.406212534,0.21970982,0.128243964,0
863,company_863,-0.119835218,-1.124119065,-0.280850442,-1.192149296,-1.013392772,-0.144758653,0.199595493,-0.587641794,2.089788092,0
864,company_864,-1.673554732,-0.727954877,-0.280147975,0.560377704,-0.894165588,2.4788914,-1.298259053,1.164529411,2.846383684,0
865,company_865,0.01725768,-0.77197312,3.74803584,-0.983515129,0.655787797,-0.372421631,-0.160249443,-0.347618342,-0.8525281,0
866,company_866,-0.211230484,-0.77197312,3.74803584,-0.232432129,-1.132619955,-0.293955265,-0.44362733,-0.3377992,2.846383684,1
867,company_867,-0.211230484,-0.948046092,-0.291153301,-1.066968796,2.444195548,-0.457518958,-0.780981957,-0.278884353,-0.8525281,0
868,company_868,-0.668206811,0.108391743,-0.270196349,-0.107251629,-0.059575304,-0.739334781,1.856681424,-1.09823714,-0.011866331,0
869,company_869,0.154350579,-0.463845418,-0.280030897,0.226563037,-0.655711222,-0.213278578,0.982258229,-0.537455072,-0.011866331,0
870,company_870,-1.033787874,0.19642823,-0.281201676,1.14455337,-0.774938405,-0.509461482,0.464981134,-0.273429274,0.081540532,0
871,company_871,0.154350579,-0.375808931,-0.28038213,0.64383137,-0.298029671,-0.772489584,1.067721402,-0.623645312,0.034837101,0
872,company_872,0.062955313,0.328482959,-0.264342452,0.143109371,1.490378081,-0.570245287,1.6434733,-0.718563678,-0.572307511,0
873,company_873,-0.942392608,-1.036082579,-0.278743039,-0.023797963,-1.013392772,2.291014185,-0.209728121,0.303718028,2.790339566,0
874,company_874,-1.719252365,-0.860009606,-0.282489533,0.310016704,-1.013392772,0.223259657,0.532452059,-0.433808581,-0.432197216,0
875,company_875,-0.439718648,-0.155717716,-0.279328429,-1.066968796,-0.774938405,0.297305383,-0.560576934,-0.384712875,0.408464553,0
876,company_876,-0.256928116,-1.080100822,-0.284362781,0.476924037,-1.013392772,1.339471348,0.995752415,0.356086782,0.408464553,0
877,company_877,0.382838742,0.988756606,-0.276284402,-1.066968796,0.178879063,0.177948094,-0.218724245,0.30590006,0.735388575,0
878,company_878,0.702722172,0.240446473,-0.28096752,0.435197204,0.77501498,-0.84764047,-0.227720368,0.532831324,-0.478900647,0
879,company_879,0.428536375,0.724647147,-0.163421262,1.561821703,0.655787797,1.400255153,1.396079906,-0.290885525,-0.478900647,0
880,company_880,-1.719252365,-0.287772445,-0.291153301,-0.190705296,-1.013392772,-1.705023667,-0.214226183,0.785946965,-0.8525281,0
881,company_881,-0.48541628,-1.036082579,-0.278860117,0.935919204,-0.894165588,0.553702524,0.181603247,-0.265792164,1.295829754,0
882,company_882,-0.896694975,-0.948046092,-0.279679663,1.102826537,-0.774938405,0.62664309,0.856312502,-0.332344122,0.641981712,0
883,company_883,0.062955313,-1.036082579,-0.127244177,-0.357612629,-1.132619955,-0.915055235,0.393012147,-0.632373438,2.846383684,1
884,company_884,0.565629273,-0.331790688,-0.282606611,-0.482793129,-0.655711222,0.13153137,0.424498579,-0.829847279,-0.432197216,0
885,company_885,0.382838742,0.812683634,-0.276752714,-0.023797963,-0.298029671,0.286253782,-0.02080953,-0.18833005,0.221650827,0
886,company_886,-0.759602077,-0.375808931,-0.280733364,-0.148978463,0.536560613,-0.191175376,0.977760168,-0.584368747,-0.572307511,0
887,company_887,-0.942392608,-0.331790688,-0.28038213,0.935919204,-0.059575304,-1.705023667,1.283628363,-0.972770335,-0.151976626,0
888,company_888,-0.896694975,-1.432246767,-0.291153301,-0.607973629,0.059651879,-0.041978764,-1.361231917,2.032977904,-0.8525281,0
889,company_889,-0.074137585,-0.023662986,-0.279796741,-0.107251629,0.536560613,0.726107498,1.324110919,1.215807149,-0.478900647,0
890,company_890,-0.576811546,0.416519445,-0.258137321,-1.066968796,-0.178802488,0.00664828,-0.767487772,0.264441463,-0.805824669,0
891,company_891,0.108652946,-0.507863661,-0.274411155,-0.566246796,-1.132619955,-0.451993158,0.127626506,-0.443627723,-0.151976626,0
892,company_892,0.931210336,-0.419827175,-0.291153301,-0.482793129,1.609605264,-0.005508481,0.280560604,-0.677105081,-0.8525281,0
893,company_893,-0.850997343,-0.815991363,-0.280616286,-1.150422462,-0.894165588,-0.044189084,-0.830460636,-0.60400703,0.735388575,0
894,company_894,-0.713904444,0.724647147,-0.239287771,0.351743537,-1.132619955,-1.316228348,-0.155751381,-0.712017584,0.922202301,0
895,company_895,-1.216578405,0.416519445,-0.275347779,0.435197204,-1.132619955,-0.654237454,0.608919108,-0.850576577,1.249126323,0
896,company_896,0.885512703,2.617431603,-0.249824786,-0.107251629,-0.894165588,-0.405576434,1.342103166,-0.664012893,2.370008681,0
897,company_897,-0.48541628,-0.595900147,-0.281318754,-0.482793129,0.655787797,0.818940946,-0.610055613,1.7754982,-0.665714374,0
898,company_898,0.657024539,0.328482959,-0.268908492,-0.858334629,-0.774938405,-0.302796545,0.091642013,-0.676014066,0.59527828,0
899,company_899,-1.033787874,-0.507863661,-0.278157649,0.184836204,-1.132619955,-1.705023667,-0.407642836,-1.09823714,0.221650827,0
900,company_900,-0.256928116,0.460537688,-0.279796741,2.14599737,-0.298029671,-1.163716255,-0.182739751,0.168432082,0.128243964,0
901,company_901,-1.719252365,-0.199735959,-0.278391805,1.728729037,-0.655711222,-1.360434751,-0.574071119,1.238718479,-0.712417805,0
902,company_902,0.108652946,-0.023662986,-0.291153301,-0.065524796,1.609605264,-0.424364155,0.321043159,2.880260693,-0.8525281,0
903,company_903,-1.399368936,-1.080100822,-0.283426157,-0.524519963,-0.536484038,-0.471886039,-0.992390857,-0.0388609,-0.245383489,0
904,company_904,-0.348323382,-0.595900147,-0.283426157,0.017928871,-0.536484038,2.174972376,1.027238847,0.904867676,-0.619010942,0
905,company_905,-0.074137585,0.504555932,-0.285884794,-0.858334629,1.13269653,0.216628697,-1.172313325,1.530019669,-0.8525281,0
906,company_906,0.291443477,-1.080100822,-0.278860117,-0.816607796,-0.894165588,-0.280693344,0.87880281,-0.224333568,-0.058569763,0
907,company_907,0.611326906,-0.595900147,-0.288811743,0.685558204,-0.655711222,1.109598049,-0.619051736,0.54155945,-0.759121237,0
908,company_908,0.519931641,0.108391743,-0.279094273,-1.150422462,-0.298029671,-0.256379822,0.145618753,0.13351958,-0.011866331,0
909,company_909,0.200048211,0.988756606,-0.257317775,-0.023797963,0.536560613,-0.436520916,-0.83945676,-0.269065212,0.034837101,0
910,company_910,-0.394021015,-0.111699473,-0.282021222,-0.607973629,0.536560613,0.080694006,0.267066419,0.454278194,-0.665714374,0
911,company_911,-0.256928116,-0.287772445,-0.279445507,-1.066968796,-0.536484038,-0.300586225,-0.94741024,-0.310523808,0.641981712,0
912,company_912,0.611326906,0.240446473,-0.258839788,-1.066968796,0.178879063,-0.11381417,-0.65503623,1.39036966,-0.712417805,0
913,company_913,-1.719252365,0.240446473,-0.272186674,0.852465537,-0.774938405,-0.279588184,0.482973381,-0.419625377,0.361761122,0
914,company_914,-1.079485506,-0.507863661,-0.282957845,-0.858334629,-0.298029671,-0.270746903,0.446988887,0.114972313,-0.619010942,0
915,company_915,0.01725768,0.108391743,-0.27757226,-0.774880962,0.655787797,-0.23096114,-1.244282313,-0.420716393,-0.198680058,0
916,company_916,0.01725768,-0.77197312,-0.281435832,-0.482793129,-0.655711222,0.116059129,1.396079906,-0.301795682,-0.478900647,0
917,company_917,-0.668206811,0.812683634,-0.281318754,1.061099704,-0.178802488,0.13153137,0.532452059,-0.171964815,-0.805824669,0
918,company_918,-1.719252365,-0.375808931,-0.27757226,-1.275602962,-0.178802488,-0.215488898,-1.514166015,-0.338890216,0.87549887,0
919,company_919,-0.394021015,-0.727954877,-0.281318754,-1.192149296,-1.013392772,-0.077343887,0.316545098,-0.765477353,1.295829754,1
920,company_920,0.428536375,2.617431603,-0.19948127,-1.066968796,0.536560613,-0.499515041,-1.352235793,-0.279975368,-0.198680058,0
921,company_921,-0.394021015,-0.551881904,-0.282489533,-0.941788296,2.444195548,-0.379052592,-0.888935438,1.982791182,-0.805824669,0
922,company_922,-0.256928116,-0.199735959,-0.277806416,-1.150422462,-0.774938405,-0.172387655,-0.106272702,-0.673832034,0.455167985,0
923,company_923,-0.119835218,-0.199735959,-0.276869792,-1.066968796,-0.417256855,-0.082869688,-0.933916055,0.122609423,0.034837101,1
924,company_924,2.439232217,-1.080100822,0.438944771,-0.441066296,0.655787797,-0.699549018,0.334537345,-0.602916014,-0.619010942,0
925,company_925,2.439232217,0.19642823,-0.278977195,1.64527537,0.178879063,-1.705023667,1.823395768,-0.683651176,0.128243964,0
926,company_926,1.205396132,-1.432246767,3.74803584,-1.066968796,2.444195548,-0.670814855,-1.230788128,0.023326995,-0.805824669,0
927,company_927,-0.348323382,-0.375808931,-0.278274727,-0.274158963,0.178879063,1.159330253,-0.133261072,-0.021404649,-0.432197216,0
928,company_928,-0.48541628,0.152409986,-0.283543235,-1.108695629,0.41733343,-0.182334096,-0.592063366,1.629302097,-0.712417805,0
929,company_929,-0.348323382,2.309303901,-0.263405828,-0.649700463,0.536560613,-0.768068943,1.72443841,-0.640010548,-0.759121237,0
930,company_930,0.01725768,0.19642823,-0.291153301,-0.023797963,2.086513998,-0.419943515,1.126196204,2.690860368,-0.8525281,0
931,company_931,-1.582159467,-1.432246767,-0.290802068,0.017928871,1.490378081,0.496234199,-0.700016847,1.269266918,-0.8525281,0
932,company_932,1.525279562,-0.331790688,-0.279562585,-1.025241962,-1.132619955,-0.400050633,-0.128763011,-0.628009375,1.716160639,1
933,company_933,1.479581929,-1.080100822,-0.283074923,2.14599737,2.444195548,2.4788914,-1.514166015,2.880260693,-0.712417805,0
934,company_934,-1.262276037,-0.375808931,-0.257669009,-0.190705296,-0.178802488,1.305211385,-0.758491649,1.839868126,-0.478900647,0
935,company_935,-0.211230484,0.19642823,-0.149723143,0.727285037,-0.894165588,2.167236255,-0.376156404,0.121518407,-0.245383489,0
936,company_936,-0.439718648,-0.595900147,-0.280616286,0.810738704,-0.059575304,-0.309427506,1.360095412,-0.344345294,-0.245383489,0
937,company_937,-0.256928116,-1.432246767,-0.277221026,1.228007037,-0.774938405,-1.002362882,1.436562461,-0.733837897,0.31505769,0
938,company_938,-0.439718648,-0.331790688,-0.283309079,-0.983515129,0.059651879,-0.427679636,-1.514166015,0.162977004,-0.619010942,0
939,company_939,-0.119835218,-0.463845418,-0.290567912,0.351743537,0.059651879,1.084179367,-1.334243547,1.437283335,-0.8525281,0
940,company_940,-0.348323382,-0.63991839,-0.283777391,-0.524519963,0.178879063,-0.277377863,-0.511098255,-0.01594957,-0.525604079,0
941,company_941,-0.850997343,-0.155717716,-0.279562585,-1.275602962,-0.774938405,-0.374631951,-1.514166015,-0.215605442,1.576050344,1
942,company_942,-0.622509179,-0.551881904,-0.291153301,-1.066968796,-0.774938405,-0.542616285,-0.025307592,0.310264122,-0.8525281,0
943,company_943,-0.165532851,-0.243754202,-0.284596936,0.476924037,0.059651879,-0.022085883,1.279130302,-0.36834764,-0.665714374,0
944,company_944,-0.302625749,0.240446473,-0.291153301,-0.691427296,-0.774938405,-0.163546374,-0.632545921,-0.763295321,-0.8525281,0
945,company_945,-0.028439953,-0.992064336,-0.283192001,0.89419237,0.298106246,2.4788914,0.177105185,0.657207113,-0.619010942,0
946,company_946,-0.302625749,-0.463845418,-0.276869792,1.979090036,-0.417256855,-0.034242644,0.653899725,0.4477321,-0.292086921,0
947,company_947,0.33714111,-0.419827175,-0.291153301,0.977646037,0.41733343,-0.590138169,0.442490825,-0.323615996,-0.8525281,0
948,company_948,0.291443477,0.416519445,-0.255210372,-1.150422462,-0.655711222,-0.278483023,-0.776483896,-0.300704667,0.782092006,0
949,company_949,0.062955313,-0.199735959,-0.291153301,-1.192149296,-0.059575304,-0.470780879,-0.002817283,1.471104822,-0.8525281,0
950,company_950,-0.165532851,-0.111699473,-0.280616286,0.351743537,0.298106246,2.123029851,1.072219464,-0.624736328,-0.478900647,0
951,company_951,-0.80529971,-0.727954877,-0.283543235,0.143109371,-0.059575304,1.991515801,0.060155581,1.362003252,-0.619010942,0
952,company_952,-0.028439953,-0.111699473,-0.281904144,-0.858334629,0.894242163,0.433240074,-0.322179664,2.880260693,-0.712417805,0
953,company_953,0.245745844,0.152409986,-0.266684011,1.311460703,-0.655711222,0.244257699,0.793339638,-0.191603097,-0.105273194,0
954,company_954,-0.80529971,-0.331790688,-0.280499208,0.017928871,1.13269653,-0.080659367,-1.014881166,0.078968795,-0.478900647,0
955,company_955,-1.719252365,-0.992064336,-0.274411155,-1.108695629,-0.894165588,-0.621082651,0.527953998,-0.781842588,0.59527828,1
956,company_956,-0.576811546,-0.243754202,-0.282957845,-0.983515129,-0.536484038,1.233375979,-1.064359845,0.357177797,-0.198680058,0
957,company_957,-0.165532851,0.636610661,-0.168221458,-0.858334629,0.178879063,0.342616947,-0.758491649,0.182615286,-0.432197216,0
958,company_958,-0.439718648,0.284464716,-0.280265052,-0.441066296,-0.774938405,0.176842933,-0.888935438,-0.177419893,-0.151976626,0
959,company_959,0.382838742,-0.419827175,-0.27640148,-0.774880962,0.298106246,1.816900506,-1.433200904,0.521921167,-0.292086921,0
960,company_960,-0.439718648,-0.419827175,-0.279445507,1.102826537,0.178879063,-0.582402048,1.706446163,-1.078598857,-0.198680058,0
961,company_961,-0.439718648,0.0643735,-0.276752714,-0.691427296,-0.178802488,1.632338772,-1.091348215,1.308543483,-0.432197216,0
962,company_962,-0.850997343,0.0643735,-0.281435832,0.101382537,0.894242163,0.829992546,-0.268202923,-0.479631241,-0.619010942,0
963,company_963,0.565629273,-0.023662986,-0.280265052,-0.357612629,-0.298029671,-0.711705779,0.869806687,-0.51017968,-0.665714374,0
964,company_964,-0.394021015,-0.419827175,-0.28038213,1.14455337,-0.417256855,-0.005508481,1.184671006,-0.252699976,0.87549887,0
965,company_965,-0.850997343,-1.036082579,-0.278743039,0.39347037,-0.894165588,2.4788914,-1.019379228,0.037510199,0.688685143,0
966,company_966,-1.719252365,-0.860009606,-0.279328429,0.602104537,-0.417256855,-1.705023667,0.550444306,-0.260337086,-0.338790352,0
967,company_967,-0.302625749,-1.036082579,-0.284128625,0.017928871,-0.655711222,-0.370211311,0.874304749,-0.913855487,-0.432197216,0
968,company_968,0.519931641,0.680628904,-0.277338104,0.935919204,0.77501498,-0.500620201,-0.407642836,0.113881297,-0.198680058,0
969,company_969,-0.119835218,0.240446473,-0.251815112,0.89419237,0.41733343,2.078823448,-0.097276579,-0.422898424,0.081540532,0
970,company_970,-0.074137585,-0.551881904,-0.277103948,-0.858334629,-0.894165588,0.151424251,-0.088280455,0.167341066,0.735388575,0
971,company_971,-0.119835218,-0.507863661,-0.283192001,-0.399339463,0.178879063,1.023395562,-0.002817283,-0.204695286,1.015609165,0
972,company_972,0.062955313,1.472957281,-0.265981543,-0.482793129,-0.417256855,0.968137558,-1.023877289,-0.403260142,1.902974365,0
973,company_973,2.439232217,2.045194442,-0.289397132,-0.232432129,1.13269653,-0.428784796,-0.173743628,0.170614113,-0.8525281,0
974,company_974,-0.668206811,0.416519445,-0.278391805,-1.192149296,0.41733343,-0.097236769,-0.830460636,-0.267974196,-0.385493784,0
975,company_975,0.33714111,-0.287772445,-0.291153301,-0.524519963,-0.178802488,0.980294319,-0.664032353,2.37119277,-0.8525281,0
976,company_976,1.296791398,2.221267415,-0.1281808,0.017928871,-0.894165588,-0.685181936,1.225153561,-0.451264833,1.529346912,1
977,company_977,-0.439718648,-0.63991839,-0.283192001,-0.983515129,-0.298029671,-0.11602449,-0.034303715,-0.386894907,-0.245383489,0
978,company_978,2.439232217,-1.300192038,-0.216223416,-0.107251629,-1.132619955,-0.419943515,-0.6820246,0.551378591,0.688685143,0
979,company_979,-0.165532851,-0.287772445,-0.291153301,-0.983515129,0.059651879,0.685216575,-1.329745485,1.435101304,-0.8525281,0
980,company_980,-0.165532851,-0.551881904,-0.280147975,1.26973387,-0.059575304,0.395664631,1.144188451,-0.096684732,-0.478900647,0
981,company_981,-0.074137585,-1.124119065,-0.28155291,0.059655704,-0.774938405,-0.411102234,0.42899664,-0.621463281,-0.105273194,0
982,company_982,-0.668206811,-0.948046092,-0.289631288,0.351743537,-0.298029671,0.030961802,0.739362898,0.386635221,-0.8525281,0
983,company_983,-1.719252365,-1.432246767,-0.282021222,0.226563037,-1.132619955,-1.171452376,1.373589598,-0.829847279,2.846383684,1
984,company_984,0.382838742,-0.595900147,-0.281318754,-0.524519963,-0.894165588,0.967032398,0.19059937,0.46300632,0.081540532,0
985,company_985,-0.942392608,-0.551881904,-0.273123298,-0.148978463,-1.013392772,2.4788914,-0.704514908,-0.212332395,0.081540532,0
986,company_986,0.33714111,0.416519445,-0.274996545,0.101382537,-0.178802488,0.479656798,0.500965627,-0.731655866,0.455167985,0
987,company_987,-0.668206811,-0.948046092,-0.289045898,-0.774880962,1.848059631,-0.047504565,1.06322334,0.144429737,-0.619010942,0
988,company_988,-0.165532851,-0.507863661,-0.281318754,-0.649700463,-0.298029671,-0.11712965,0.581930738,-0.631282422,0.31505769,0
989,company_989,0.200048211,0.988756606,-0.268206024,0.435197204,-1.132619955,-0.721652219,1.54001788,-1.09823714,0.268354259,0
990,company_990,0.976907968,0.548574175,-0.285182326,0.059655704,2.205741182,-0.035347804,0.707876466,0.958327445,-0.805824669,0
991,company_991,-1.719252365,-0.243754202,-0.291153301,-0.816607796,-1.132619955,0.770313902,-0.664032353,-0.76111329,-0.8525281,0
992,company_992,-0.348323382,-0.155717716,-0.277338104,-0.649700463,-0.774938405,0.559228324,0.262568357,0.038601214,-0.011866331,0
993,company_993,0.108652946,2.617431603,-0.279796741,-0.315885796,0.298106246,-0.166861854,-0.448125392,0.565561795,-0.478900647,0
994,company_994,-0.988090241,-1.168137308,-0.286470184,1.102826537,-0.774938405,0.398980111,0.842818317,0.69866571,-0.619010942,0
995,company_995,-0.531113913,-0.199735959,-0.280616286,-1.066968796,0.178879063,-0.338161668,1.279130302,-0.473085146,-0.385493784,0
996,company_996,0.382838742,-0.419827175,-0.276167324,-1.192149296,-0.536484038,-0.093921288,-0.007315345,-0.385803891,-0.011866331,0
997,company_997,-1.033787874,-0.331790688,-0.283543235,0.101382537,0.77501498,1.86221207,-0.996888919,0.44009499,-0.619010942,0
998,company_998,-0.531113913,0.372501202,-0.274879467,0.76901187,-0.774938405,0.815625465,1.319612857,-0.716381646,1.295829754,1
999,company_999,-0.668206811,-0.111699473,-0.276518558,-0.357612629,-0.655711222,1.848950149,-0.218724245,-0.255973023,0.87549887,0
1000,company_1000,-0.576811546,0.240446473,-0.265513231,0.26828987,-0.655711222,0.2608351,1.135192327,0.076786764,-0.105273194,0
1001,company_1001,-0.576811546,-1.432246767,-0.272186674,0.059655704,-1.013392772,0.13374169,-0.466117638,0.831769624,0.128243964,0
1002,company_1002,-0.348323382,-0.199735959,-0.278157649,0.184836204,-1.132619955,-0.264115942,1.256639993,-0.377075765,0.31505769,0
1003,company_1003,-1.719252365,-0.463845418,-0.277689338,0.351743537,-0.655711222,-0.087290328,0.982258229,-0.974952366,0.688685143,1
1004,company_1004,-0.165532851,-0.375808931,-0.277689338,0.935919204,-0.774938405,-0.188965056,0.078147828,-0.546183198,-0.011866331,0
1005,company_1005,0.382838742,-0.023662986,-0.269493881,-0.691427296,-0.178802488,-0.058556166,0.114132321,-0.425080456,0.081540532,0
1006,company_1006,-1.582159467,-0.815991363,-0.283777391,0.76901187,-1.013392772,-1.002362882,1.856681424,-1.057869559,-0.572307511,0
1007,company_1007,-1.399368936,-1.080100822,-0.2821383,0.685558204,-0.894165588,2.4788914,0.635907478,-0.461083974,0.968905733,1
1008,company_1008,-0.531113913,-0.155717716,-0.277221026,-0.816607796,-0.298029671,0.586857327,0.046661396,0.303718028,0.128243964,0
1009,company_1009,-0.80529971,-1.432246767,-0.288343431,-0.983515129,-1.132619955,2.4788914,-1.514166015,-0.443627723,-0.712417805,0
1010,company_1010,-0.531113913,-0.199735959,-0.273708687,0.184836204,-0.774938405,-1.195765898,-0.41663896,-0.595278904,0.408464553,0
1011,company_1011,0.154350579,-0.727954877,-0.278743039,-0.357612629,-1.132619955,0.13816233,1.400577968,-0.961860178,2.846383684,1
1012,company_1012,-0.80529971,-0.860009606,-0.280030897,1.14455337,-0.894165588,-0.335951348,0.644903602,-0.741475007,1.435940049,0
1013,company_1013,0.794117437,0.856701877,-0.272303752,1.353187537,0.059651879,-0.349213269,1.184671006,0.403000456,0.221650827,0
1014,company_1014,-1.719252365,-1.432246767,-0.285182326,-1.192149296,-1.132619955,-1.705023667,-0.31318354,-0.708744536,2.846383684,1
1015,company_1015,0.33714111,-1.212155551,-0.276167324,-0.482793129,-0.298029671,1.701963857,-1.095846277,-0.225424584,0.128243964,0
1016,company_1016,-0.165532851,0.19642823,-0.268674336,-0.941788296,1.728832448,-0.448677677,-0.061292085,-0.507997649,-0.712417805,0
1017,company_1017,-0.439718648,-0.199735959,-0.280030897,-1.025241962,-1.013392772,0.660903053,0.384016023,0.251349275,0.361761122,1
1018,company_1018,0.062955313,0.152409986,-0.271952518,0.143109371,-0.536484038,-0.119339971,0.712374527,0.446641084,-0.245383489,0
1019,company_1019,-0.074137585,-0.199735959,-0.278040571,1.812182703,-0.536484038,-0.73380898,1.225153561,-1.08296292,-0.105273194,0
1020,company_1020,1.570977195,-1.300192038,-0.271718362,1.979090036,-0.655711222,2.4788914,-0.798974204,0.433548896,-0.198680058,0
1021,company_1021,0.245745844,-0.419827175,-0.281084598,-1.025241962,-1.013392772,-0.311637826,1.319612857,0.46300632,-0.151976626,0
1022,company_1022,-0.302625749,-1.036082579,-0.266918167,-1.275602962,1.013469347,-0.269641743,-0.052295962,-0.717472662,-0.292086921,0
1023,company_1023,0.200048211,0.812683634,-0.272654986,0.727285037,-0.894165588,-0.309427506,1.634477176,-0.957496115,0.828795438,0
1024,company_1024,-0.302625749,-0.155717716,-0.28096752,-0.607973629,0.059651879,0.024330841,0.186101308,-0.011585508,-0.338790352,0
1025,company_1025,-0.48541628,-0.904027849,-0.271015895,-0.441066296,-0.655711222,-0.907319114,1.058725278,-0.840757436,-0.572307511,0
1026,company_1026,-0.256928116,-1.300192038,-0.280616286,0.143109371,-0.774938405,0.395664631,1.607488806,-0.974952366,0.828795438,0
1027,company_1027,-0.348323382,-0.199735959,-0.282957845,-0.023797963,-0.178802488,0.070747565,1.027238847,-0.444718738,-0.245383489,0
1028,company_1028,0.382838742,-0.507863661,-0.273474532,-0.148978463,-0.655711222,2.4788914,-0.421137021,2.880260693,-0.712417805,0
1029,company_1029,-0.256928116,-0.551881904,-0.279445507,0.935919204,0.655787797,-0.344792629,0.928281489,-0.059590198,-0.8525281,0
1030,company_1030,2.073651155,1.605012011,-0.272537908,0.226563037,1.609605264,-0.969208079,1.396079906,-0.763295321,-0.619010942,0
1031,company_1031,-0.256928116,-0.683936634,-0.281318754,0.351743537,-1.132619955,-0.129286411,-0.272700985,-0.782933604,1.996381229,1
1032,company_1032,-0.119835218,-0.507863661,-0.279445507,1.14455337,-0.536484038,0.696268176,1.571504312,-0.825483216,-0.011866331,0
1033,company_1033,-0.348323382,-0.199735959,-0.280499208,0.560377704,0.298106246,-0.437626076,0.748359021,0.224073882,-0.478900647,0
1034,company_1034,-1.262276037,-1.168137308,-0.291153301,0.476924037,-1.132619955,2.4788914,-0.290693232,2.880260693,-0.8525281,0
1035,company_1035,0.382838742,-0.331790688,-0.275230701,-0.900061462,-0.417256855,-0.246433381,0.473977257,-0.361801546,0.034837101,0
1036,company_1036,0.657024539,-1.168137308,-0.280265052,-0.983515129,-0.536484038,-1.062041527,0.150116815,-0.68256016,0.641981712,0
1037,company_1037,-0.48541628,0.768665391,-0.275230701,-1.275602962,-0.655711222,-0.571350447,-0.852950945,-0.60400703,1.902974365,0
1038,company_1038,1.433884296,-0.860009606,-0.283074923,-0.023797963,-0.774938405,0.86867315,-1.514166015,-0.374893734,0.59527828,0
1039,company_1039,-0.119835218,0.636610661,-0.273825765,-0.900061462,-0.655711222,-0.155810253,0.595424923,-0.500360539,1.062312596,0
1040,company_1040,-0.576811546,0.19642823,-0.291153301,-0.607973629,-0.536484038,-0.267431423,0.977760168,1.432919272,-0.8525281,0
1041,company_1041,-0.531113913,-0.507863661,-0.276518558,1.89563637,0.178879063,0.950454996,-1.194803634,0.143338721,-0.105273194,0
1042,company_1042,0.108652946,1.384920795,-0.272654986,-1.108695629,-0.536484038,-0.025401363,-0.151253319,-0.671650003,0.174947395,0
1043,company_1043,-1.719252365,-1.344210281,-0.285884794,0.64383137,-1.132619955,-0.146968973,-1.514166015,-0.36071053,2.60352584,0
1044,company_1044,0.702722172,0.768665391,-0.272889142,-0.900061462,-0.417256855,-0.544826605,0.955269859,-0.44690077,-0.011866331,0
1045,company_1045,1.433884296,0.504555932,-0.291153301,-1.275602962,-0.417256855,0.034277282,0.357027653,-0.207968333,-0.8525281,0
1046,company_1046,-1.033787874,-1.168137308,-0.279445507,1.01937287,-1.132619955,1.589237528,1.067721402,-0.849485561,0.641981712,0
1047,company_1047,-0.713904444,-0.727954877,-0.291153301,2.14599737,0.536560613,-0.310532666,-1.514166015,-0.079228481,-0.8525281,0
1048,company_1048,0.474234008,-0.948046092,-0.279679663,-0.858334629,-1.132619955,0.50065484,-0.178241689,-0.720745709,2.370008681,0
1049,company_1049,-1.033787874,-0.375808931,-0.281787066,-1.066968796,-0.774938405,0.728317818,-0.326677726,2.880260693,-0.619010942,0
1050,company_1050,-0.394021015,0.152409986,-0.26387414,1.937363203,0.059651879,-0.180123775,1.315114795,-1.09823714,0.782092006,0
1051,company_1051,1.433884296,0.0643735,-0.278040571,-0.274158963,-0.059575304,0.689637215,-0.196233936,-0.287612478,0.641981712,0
1052,company_1052,-0.622509179,-0.375808931,-0.291153301,-0.941788296,0.41733343,-0.338161668,-0.160249443,2.880260693,-0.8525281,0
1053,company_1053,-0.302625749,-1.432246767,-0.278860117,-1.025241962,0.77501498,-0.416628035,0.325541221,-0.720745709,0.034837101,0
1054,company_1054,2.302139319,0.592592418,-0.271718362,-0.482793129,0.536560613,1.223429538,-0.592063366,1.79077242,-0.712417805,0
1055,company_1055,-0.668206811,-0.419827175,-0.279094273,0.935919204,-0.178802488,2.4788914,0.995752415,0.366996938,0.034837101,0
1056,company_1056,-0.119835218,-0.507863661,-0.281787066,-0.774880962,0.178879063,-0.162441214,0.491969504,-0.159963642,-0.198680058,0
1057,company_1057,0.108652946,0.152409986,-0.278977195,-0.607973629,-0.059575304,0.482972278,-1.514166015,1.467831774,-0.805824669,0
1058,company_1058,-0.576811546,-0.992064336,-0.284596936,0.935919204,0.298106246,-0.36468551,0.393012147,-0.284339431,-0.572307511,0
1059,company_1059,-0.165532851,-0.023662986,-0.274294077,-0.983515129,0.298106246,0.25972994,0.082645889,-0.194876144,-0.245383489,0
1060,company_1060,-0.302625749,-1.432246767,-0.281435832,-0.482793129,-0.655711222,-0.096131609,1.463550832,-0.804753918,0.501871417,0
1061,company_1061,-0.302625749,0.680628904,-0.272303752,-0.566246796,-1.013392772,2.021355123,0.123128445,-0.576731637,2.846383684,1
1062,company_1062,-0.348323382,-0.860009606,-0.281904144,0.51865087,0.536560613,-0.789066985,1.085713649,-0.593096873,-0.665714374,0
1063,company_1063,-0.348323382,-0.551881904,3.74803584,-0.441066296,-0.774938405,-0.747070901,1.8548822,-0.605098045,-0.712417805,0
